Date,Free Cash Flow,Issuance Of Debt,Issuance Of Capital Stock,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Proceeds From Stock Option Exercised,Net Common Stock Issuance,Common Stock Issuance,Net Issuance Payments Of Debt,Net Long Term Debt Issuance,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Purchase Of Business,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Net PPE Purchase And Sale,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Working Capital,Change In Other Current Assets,Change In Payables And Accrued Expense,Change In Prepaid Assets,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Provision and Write Off of Assets,Asset Impairment Charge,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Operating Gains Losses,Earnings Losses From Equity Investments,Net Foreign Currency Exchange Gain Loss,Net Income From Continuing Operations,Ticker,Repurchase Of Capital Stock,Repayment Of Debt,Net Other Financing Charges,Cash Dividends Paid,Common Stock Dividend Paid,Common Stock Payments,Net Short Term Debt Issuance,Long Term Debt Payments,Change In Other Current Liabilities,Change In Payable,Change In Account Payable,Change In Inventory,Depreciation,Gain Loss On Investment Securities,Provisionand Write Offof Assets,Short Term Debt Issuance,Sale Of Business,Change In Accrued Expense,Gain Loss On Sale Of PPE,Capital Expenditure Reported,Sale Of PPE,Short Term Debt Payments,Change In Tax Payable,Change In Income Tax Payable,Amortization Cash Flow,Amortization Of Intangibles,Pension And Employee Benefit Expense,Unrealized Gain Loss On Investment Securities,Net Preferred Stock Issuance,Preferred Stock Issuance,Amortization Of Securities,Other Cash Adjustment Outside Changein Cash,Interest Received Cfi,Gain Loss On Sale Of Business
2022-05-31,5028000000.0,0.0,482000000.0,-4511000000.0,2735000000.0,2567000000.0,21383000000.0,30098000000.0,-348000000.0,-8367000000.0,-29126000000.0,-29126000000.0,,-16859000000.0,482000000.0,-8250000000.0,-8250000000.0,0.0,11220000000.0,11220000000.0,,15879000000.0,26151000000.0,-10272000000.0,-148000000.0,-148000000.0,,,,,9539000000.0,9539000000.0,-1987000000.0,7000000.0,,-1131000000.0,11000000.0,-874000000.0,-874000000.0,220000000.0,2613000000.0,,,-1146000000.0,-1146000000.0,3122000000.0,3122000000.0,,,,6717000000.0,ORCL,-17341000000.0,-8250000000.0,-560000000.0,-3457000000.0,-3457000000.0,-17341000000.0,0.0,-8250000000.0,,-1131000000.0,-733000000.0,,1972000000.0,,,0.0,,,,-4511000000.0,,,-398000000.0,-398000000.0,1150000000.0,1150000000.0,,,,,,,,
2021-05-31,13752000000.0,14934000000.0,1786000000.0,-2135000000.0,2408000000.0,3189000000.0,30098000000.0,37239000000.0,448000000.0,-7589000000.0,-10378000000.0,-10378000000.0,,-19814000000.0,1786000000.0,12303000000.0,12303000000.0,14934000000.0,-13098000000.0,-13098000000.0,,-10922000000.0,27060000000.0,-37982000000.0,-41000000.0,-41000000.0,,,,,15887000000.0,15887000000.0,-148000000.0,405000000.0,,-1508000000.0,622000000.0,333000000.0,333000000.0,-39000000.0,1837000000.0,,,-2425000000.0,-2425000000.0,2916000000.0,2916000000.0,,,,13746000000.0,ORCL,-21600000000.0,-2631000000.0,196000000.0,-3063000000.0,-3063000000.0,-21600000000.0,0.0,-2631000000.0,,-1508000000.0,-23000000.0,,1537000000.0,,192000000.0,0.0,,,,-2135000000.0,,,-1485000000.0,-1485000000.0,1379000000.0,1379000000.0,,,,,,,,
2020-05-31,11575000000.0,19888000000.0,1588000000.0,-1564000000.0,1972000000.0,3218000000.0,37239000000.0,20514000000.0,-125000000.0,16850000000.0,-6132000000.0,-6132000000.0,,-18317000000.0,1588000000.0,15388000000.0,15388000000.0,19888000000.0,9843000000.0,9843000000.0,,11531000000.0,17262000000.0,-5731000000.0,-124000000.0,-124000000.0,,,,,13139000000.0,13139000000.0,-942000000.0,-222000000.0,,-940000000.0,665000000.0,-445000000.0,-445000000.0,239000000.0,1590000000.0,,,-851000000.0,-851000000.0,2968000000.0,2968000000.0,,,,10135000000.0,ORCL,-19905000000.0,-4500000000.0,-133000000.0,-3070000000.0,-3070000000.0,-19905000000.0,,-4500000000.0,,-940000000.0,-496000000.0,,1382000000.0,,245000000.0,,,,,-1564000000.0,,,-444000000.0,-444000000.0,1586000000.0,1586000000.0,,,,,,,,
2023-12-31,32217000000.0,18129000000.0,,-52729000000.0,3112000000.0,11179000000.0,73890000000.0,54253000000.0,403000000.0,19234000000.0,-15879000000.0,-15879000000.0,,0.0,,-15608000000.0,-8060000000.0,0.0,-49833000000.0,-49833000000.0,,4139000000.0,5627000000.0,-1488000000.0,-5839000000.0,-5839000000.0,,,-48133000000.0,-52729000000.0,84946000000.0,84946000000.0,-11541000000.0,4578000000.0,-12265000000.0,3045000000.0,,-8348000000.0,-8348000000.0,-748000000.0,24023000000.0,,,-5876000000.0,-5876000000.0,48663000000.0,48663000000.0,,,,30425000000.0,AMZN,0.0,-33737000000.0,-271000000.0,,,0.0,-7548000000.0,-8060000000.0,,5473000000.0,5473000000.0,1449000000.0,,,,18129000000.0,,-2428000000.0,,,4596000000.0,-25677000000.0,,,,,,,,,,,,
2022-12-31,-16893000000.0,62719000000.0,,-63645000000.0,2142000000.0,6035000000.0,54253000000.0,36477000000.0,-1093000000.0,18869000000.0,9718000000.0,9718000000.0,,-6000000000.0,,15966000000.0,11967000000.0,21166000000.0,-37601000000.0,-37601000000.0,,29036000000.0,31601000000.0,-2565000000.0,-8316000000.0,-8316000000.0,,,-58321000000.0,-63645000000.0,46752000000.0,46752000000.0,-20886000000.0,2216000000.0,-13275000000.0,1387000000.0,,-8622000000.0,-8622000000.0,16966000000.0,19621000000.0,,,-8148000000.0,-8148000000.0,41921000000.0,41921000000.0,,,,-2722000000.0,AMZN,-6000000000.0,-46753000000.0,-248000000.0,,,-6000000000.0,3999000000.0,-9199000000.0,,2945000000.0,2945000000.0,-2592000000.0,,,,41553000000.0,,-1558000000.0,,,5324000000.0,-37554000000.0,,,,,,,,,,,,
2021-12-31,-14726000000.0,26959000000.0,,-61053000000.0,1772000000.0,3688000000.0,36477000000.0,42377000000.0,-364000000.0,-5536000000.0,6291000000.0,6291000000.0,,0.0,,6453000000.0,6250000000.0,19003000000.0,-58154000000.0,-58154000000.0,,-773000000.0,59384000000.0,-60157000000.0,-1985000000.0,-1985000000.0,,,-55396000000.0,-61053000000.0,46327000000.0,46327000000.0,-19611000000.0,2314000000.0,-9018000000.0,5725000000.0,,-9145000000.0,-9145000000.0,-14306000000.0,12757000000.0,,,-310000000.0,-310000000.0,34433000000.0,34433000000.0,,,,33364000000.0,AMZN,0.0,-20506000000.0,-162000000.0,,,0.0,203000000.0,-12753000000.0,,3602000000.0,3602000000.0,-9487000000.0,,,,7956000000.0,,2123000000.0,,,5657000000.0,-7753000000.0,,,,,,,,,,,,
2020-12-31,25924000000.0,17321000000.0,,-40140000000.0,1630000000.0,1713000000.0,42377000000.0,36410000000.0,618000000.0,5349000000.0,-1104000000.0,-1104000000.0,,0.0,,-1104000000.0,-1723000000.0,10525000000.0,-59611000000.0,-59611000000.0,,-22242000000.0,50237000000.0,-72479000000.0,-2325000000.0,-2325000000.0,,,-35044000000.0,-40140000000.0,66064000000.0,66064000000.0,13481000000.0,1265000000.0,,23234000000.0,,-8169000000.0,-8169000000.0,-2653000000.0,9208000000.0,,,-554000000.0,-554000000.0,25251000000.0,25251000000.0,,,,21331000000.0,AMZN,0.0,-18425000000.0,,,,0.0,619000000.0,-12248000000.0,,17480000000.0,17480000000.0,-2849000000.0,,,,6796000000.0,,5754000000.0,,,5096000000.0,-6177000000.0,,,,,,,,,,,,
2023-12-31,3247200000.0,997800000.0,99400000.0,-2196200000.0,137800000.0,2568300000.0,7004700000.0,7268300000.0,-13800000.0,-249800000.0,-3003900000.0,-3003900000.0,,-900600000.0,99400000.0,245000000.0,245000000.0,997800000.0,-2689300000.0,-2689300000.0,-561500000.0,102000000.0,125600000.0,-23600000.0,-33600000.0,-33600000.0,-40600000.0,-40600000.0,-2155600000.0,-2155600000.0,5443400000.0,5443400000.0,-3663600000.0,-2504000000.0,-344300000.0,-39700000.0,,871300000.0,959900000.0,,134800000.0,,37500000.0,-133600000.0,-133600000.0,739800000.0,739800000.0,4200000.0,4200000.0,,7839000000.0,ASML,-1000000000.0,-752800000.0,,-2348300000.0,-2348300000.0,-1000000000.0,,-752800000.0,,-261700000.0,-261700000.0,-1646900000.0,,,485300000.0,,0.0,222000000.0,,,,,,,,,,,,,,,,0.0
2022-12-31,7167500000.0,495600000.0,81800000.0,-1319300000.0,82200000.0,1734600000.0,7268300000.0,6951800000.0,-3100000.0,319600000.0,-7138300000.0,-7138300000.0,,-4557900000.0,81800000.0,-20600000.0,-20600000.0,495600000.0,-1028900000.0,-1028900000.0,-240000000.0,530400000.0,864700000.0,-334300000.0,0.0,0.0,-37500000.0,-37500000.0,-1281800000.0,-1281800000.0,8486800000.0,8486800000.0,2441200000.0,6666300000.0,-864300000.0,845900000.0,,-2125800000.0,-2338000000.0,,68900000.0,,39300000.0,-564200000.0,-564200000.0,583600000.0,583600000.0,15300000.0,15300000.0,,5624200000.0,ASML,-4639700000.0,-516200000.0,,-2559800000.0,-2559800000.0,-4639700000.0,,-516200000.0,,406200000.0,406200000.0,-2080900000.0,,,278500000.0,,0.0,439700000.0,,,,,,,,,,,,,,,,0.0
2021-12-31,9905500000.0,0.0,49000000.0,-940300000.0,83000000.0,1235000000.0,6951800000.0,6049400000.0,20300000.0,882100000.0,-9891700000.0,-9891700000.0,,-8511300000.0,49000000.0,-12100000.0,-12100000.0,0.0,-72000000.0,-72000000.0,-124400000.0,663700000.0,1826400000.0,-1162700000.0,329000000.0,0.0,-39600000.0,-39600000.0,-900700000.0,-900700000.0,10845800000.0,10845800000.0,4892400000.0,5744200000.0,-222200000.0,1066200000.0,,-1212600000.0,-1754900000.0,,117500000.0,,-15900000.0,-419600000.0,-419600000.0,471000000.0,471000000.0,-263500000.0,-49800000.0,,5883200000.0,ASML,-8560300000.0,-12100000.0,,-1368300000.0,-1368300000.0,-8560300000.0,,-12100000.0,,718600000.0,718600000.0,-483200000.0,,,180700000.0,,329000000.0,347600000.0,,,,,,,,,,,,,,,,-213700000.0
2020-12-31,3626800000.0,1486300000.0,37900000.0,-1000800000.0,64100000.0,650200000.0,6049400000.0,3532300000.0,-5300000.0,2522400000.0,-753000000.0,-753000000.0,,-1169600000.0,37900000.0,1483000000.0,1483000000.0,1486300000.0,-1352200000.0,-1352200000.0,-12200000.0,-116400000.0,1359100000.0,-1475500000.0,-222800000.0,-222800000.0,-38800000.0,-38800000.0,-962000000.0,-962000000.0,4627600000.0,4627600000.0,531600000.0,1549500000.0,-75100000.0,381800000.0,,-617900000.0,507500000.0,,53900000.0,,5500000.0,-211300000.0,-211300000.0,490800000.0,490800000.0,11000000.0,11000000.0,,3553700000.0,ASML,-1207500000.0,-3300000.0,,-1066400000.0,-1066400000.0,-1207500000.0,,-3300000.0,,334300000.0,334300000.0,-706700000.0,,,192400000.0,,0.0,47500000.0,,,,,,,,,,,,,,,,0.0
